source,target,prediction
Kazuhisa Makino,Mutsunori Yagiura,P
Andrew Chi-Sing Leung,Mutsunori Yagiura,N
Toshihide Ibaraki,Stephen R. Aylward,P
T. Charles Hodgman,Stephen R. Aylward,N
Guido Gerig,Stephen R. Aylward,P
Toshihide Ibaraki,Yap-Peng Tan,P
Soo-Chang Pei,Yap-Peng Tan,P
Todd M. Austin,Yap-Peng Tan,P
Enzo Baccarelli,Yap-Peng Tan,N
Ruben Abagyan,Yap-Peng Tan,N
Peter Buchholz 0001,Hideyuki Tsukagoshi,N
Nigel Ward,Hideyuki Tsukagoshi,N
Paolo Nesi,Hideyuki Tsukagoshi,N
Peter Axel Nielsen,Hideyuki Tsukagoshi,N
Peter Buchholz 0001,Joost-Pieter Katoen,P
Kim S. Larsen,Joost-Pieter Katoen,P
Peter Kemper,Joost-Pieter Katoen,P
Peter Buchholz 0001,Tugrul Dayar,N
Hung-Min Sun,Tugrul Dayar,N
Romeo Rizzi,Tugrul Dayar,N
Frank Wolter,Tugrul Dayar,N
Jean-Michel Fourneau,Tugrul Dayar,P
Jens Palsberg,Nikhil R. Pal,P
Kevin Skadron,Nikhil R. Pal,P
Reginald L. Lagendijk,Nikhil R. Pal,P
Jari Veijalainen,Ada Wai-Chee Fu,P
Jaap Hage,Ada Wai-Chee Fu,N
Jari Veijalainen,Ari Visa,N
Rakesh V. Vohra,Ari Visa,N
Pedro Rangel Henriques,Ari Visa,N
Jari Veijalainen,Vagan Y. Terziyan,N
Hector J. Levesque,Vagan Y. Terziyan,N
Roberto Scopigno,Vagan Y. Terziyan,N
Jian Tang 0001,Vagan Y. Terziyan,N
Jaap Hage,Andreas Herzig,N
Uriel G. Rothblum,Andreas Herzig,P
Jaap Hage,Feng Yang,N
Michael Mascagni,Feng Yang,N
António de Brito Ferrari,Feng Yang,N
Rolf Klein,Feng Yang,P
Kah Chan Teh,Feng Yang,N
Otfried Cheong,Feng Yang,P
Christopher G. Atkeson,Feng Yang,N
Jaap Hage,Nicholas Zervos,N
Andrea Masini,Nicholas Zervos,N
Michael Krauthammer,Nicholas Zervos,N
Sébastien Konieczny,Nicholas Zervos,N
Jens Timmer,Nicholas Zervos,N
David Lowe,Nicholas Zervos,N
Jaap Hage,Sheila R. M. Veloso,N
Lucas Jódar,Sheila R. M. Veloso,N
Anand Srivastav,Sheila R. M. Veloso,N
Robin J. Evans 0001,Sheila R. M. Veloso,N
Gísli R. Hjaltason,Sheila R. M. Veloso,N
Prakash P. Shenoy,Sheila R. M. Veloso,N
Hans Tompits,Sheila R. M. Veloso,N
Jaap Hage,Stefano Levialdi,N
Jens Lechtenbörger,Stefano Levialdi,N
Hikaru Inooka,Stefano Levialdi,P
Jaap Hage,Sándor Suhai,N
Martin Vingron,Sándor Suhai,P
Dietmar Schomburg,Sándor Suhai,N
Ronald Chung,Sándor Suhai,N
Edgar Wingender,Sándor Suhai,P
Jens G. Reich,Sándor Suhai,N
Jaap Hage,V. Daniel R. Guide Jr.,N
Luk N. Van Wassenhove,V. Daniel R. Guide Jr.,N
F. Montoya,V. Daniel R. Guide Jr.,N
Sharon M. Crook,V. Daniel R. Guide Jr.,N
Juan José Salazar González,V. Daniel R. Guide Jr.,N
Christoph Rücker,Adalbert Kerber,N
Christoph Rücker,En-Hui Yang,N
Wojciech Szpankowski,En-Hui Yang,P
Yves Crama,En-Hui Yang,P
Avrim Blum,En-Hui Yang,P
Nikola Pavesic,En-Hui Yang,N
Jesús Carretero,En-Hui Yang,N
Christoph Rücker,James Ze Wang,N
Kar-Han Tan,James Ze Wang,N
Christoph Rücker,Pankaj K. Agarwal,N
Lars Arge,Pankaj K. Agarwal,P
Marino Widmer,Pankaj K. Agarwal,P
Shakhar Smorodinsky,Pankaj K. Agarwal,P
Sherif Kamel,Pankaj K. Agarwal,N
Monica J. Garfield,Pankaj K. Agarwal,P
Li Zhang 0001,Pankaj K. Agarwal,P
Aniruddha S. Gokhale,Adam A. Porter,P
Douglas C. Schmidt,Adam A. Porter,P
José Manuel Pardo,Adam A. Porter,P
Aniruddha S. Gokhale,Deying Li,N
Hong-Jian Lai,Deying Li,N
Jingzhong Mao,Deying Li,P
Weili Wu,Deying Li,P
Aniruddha S. Gokhale,Edoardo Amaldi,N
Federico Malucelli,Edoardo Amaldi,P
Antonio Capone,Edoardo Amaldi,N
Francesco Maffioli,Edoardo Amaldi,P
Mustafa Ç. Pinar,Edoardo Amaldi,N
Nelson Maculan,Edoardo Amaldi,P
Aniruddha S. Gokhale,Frank Hoffmann 0001,N
Vitaly I. Voloshin,Frank Hoffmann 0001,N
Takao Nishizeki,Frank Hoffmann 0001,N
Franco Blanchini,Frank Hoffmann 0001,N
Aniruddha S. Gokhale,Shi-Zhong Bai,N
Marc J. van Kreveld,Shi-Zhong Bai,N
Bernard De Baets,Shi-Zhong Bai,N
John E. Psarras,Shi-Zhong Bai,N
Mengchu Zhou,Shi-Zhong Bai,N
Aniruddha S. Gokhale,Wynne Hsu,P
Efim B. Kinber,Wynne Hsu,P
Serafim Batzoglou,Wynne Hsu,P
Mong-Li Lee,Wynne Hsu,P
Douglas C. Schmidt,Giuseppina C. Gini,P
Eric Galin,Giuseppina C. Gini,N
Mordecai J. Golin,Giuseppina C. Gini,P
Guido Moerkotte,Giuseppina C. Gini,P
Anne Goulding,Giuseppina C. Gini,N
Alfredo Benso,Giuseppina C. Gini,N
Douglas C. Schmidt,James A. Smith,N
Ewan Birney,James A. Smith,N
Graham Cameron,James A. Smith,N
Ion I. Mandoiu,James A. Smith,N
Heikki Lehväslaiho,James A. Smith,N
Bo Ingvar Sandén,James A. Smith,N
Wijnand A. IJsselsteijn,James A. Smith,N
Jiung-Yao Huang,James A. Smith,N
José Manuel Pardo,Constantine Katsinis,N
Annie S. Wu,Constantine Katsinis,N
José Manuel Pardo,Javier Ferreiros,P
Steve R. Gunn,Javier Ferreiros,N
José Manuel Pardo,Joe Sawada,N
Frank Ruskey,Joe Sawada,P
John A. Ellis,Joe Sawada,P
José Manuel Pardo,Neil J. A. Sloane,P
Yong Shi,Neil J. A. Sloane,N
José Manuel Pardo,Peter Baumgartner 0001,P
Moe Z. Win,Peter Baumgartner 0001,N
Hantao Zhang,Peter Baumgartner 0001,P
Monika Agrawal,Peter Baumgartner 0001,N
Larry L. Peterson,Peter Baumgartner 0001,P
Erica Melis,Peter Baumgartner 0001,P
José Manuel Pardo,Vangelis Karkaletsis,N
Yuming Jiang,Vangelis Karkaletsis,N
Michael L. Littman,Vangelis Karkaletsis,P
Jason L. Dedrick,Bernd Girod,N
Raymond J. Mooney,Bernd Girod,P
Oriol Serra,Bernd Girod,P
Jason L. Dedrick,Eugene Santos Jr.,N
Alan C. Schultz,Eugene Santos Jr.,P
Michael L. Littman,Eugene Santos Jr.,P
Peter B. Luh,Eugene Santos Jr.,N
Christopher A. Miller 0001,Eugene Santos Jr.,P
Jan Lunze,Eugene Santos Jr.,N
Koenraad Debackere,Eugene Santos Jr.,N
Drew V. McDermott,Eugene Santos Jr.,P
Shyi-Chyi Cheng,Eugene Santos Jr.,N
Jason L. Dedrick,Kim Viborg Andersen,P
Leonid Reyzin,Kim Viborg Andersen,N
Niels Bjørn-Andersen,Kim Viborg Andersen,P
Rolf T. Wigand,Kim Viborg Andersen,P
Jason L. Dedrick,Niels Bjørn-Andersen,P
Anantha Chandrakasan,Niels Bjørn-Andersen,P
Rolf T. Wigand,Niels Bjørn-Andersen,P
Paulo A. S. Veloso,Niels Bjørn-Andersen,P
Mary R. Thompson,Gunilla Borgefors,N
Jin-yi Cai,Gunilla Borgefors,P
Lee-Feng Chien,Gunilla Borgefors,N
Michel Verhaegen,Gunilla Borgefors,N
Mary R. Thompson,Steven Tuecke,P
Mary R. Thompson,Terri K. Attwood,P
Jean Mairesse,Terri K. Attwood,N
Gerald Lüttgen,Terri K. Attwood,P
Mary R. Thompson,William H. Tranter,N
Peter J. Smith,William H. Tranter,P
Theodore S. Rappaport,William H. Tranter,P
David Gesbert,William H. Tranter,N
Mansoor Shafi,William H. Tranter,P
R. Michael Buehrer,William H. Tranter,P
Zdenek Dostál,William H. Tranter,N
Jenq-Neng Hwang,Antonio García,P
Susumu Yoshida,Antonio García,N
Jenq-Neng Hwang,Bruce L. Jacob,N
Shuvra S. Bhattacharyya,Bruce L. Jacob,N
Jeffrey Shallit,Bruce L. Jacob,N
Shin-Yuan Hung,Bruce L. Jacob,N
Jenq-Neng Hwang,Dharma P. Agrawal,P
Vijay Kumar,Dharma P. Agrawal,P
Gerardo I. Sanchez-Ortiz,Dharma P. Agrawal,N
Christopher B. Jones,Dharma P. Agrawal,P
Jenq-Neng Hwang,Graham A. Jullien,P
Roland P. Malhamé,Graham A. Jullien,N
Takeshi Tokuyama,Graham A. Jullien,P
Jean-Claude Bajard,Graham A. Jullien,N
Markus Werner,Christian A. Ringhofer,N
Hans Kosina,Christian A. Ringhofer,P
Günther Schmidt,Christian A. Ringhofer,N
Siegfried Selberherr,Christian A. Ringhofer,P
John Rinzel,Christian A. Ringhofer,N
Guilherme Horta Travassos,Christian A. Ringhofer,N
Markus Werner,Yi Lu,N
Lei Zhang,Yi Lu,N
Victor A. Zinoviev,Yi Lu,N
Jean-Paul A. Barthès,Yi Lu,N
Kwang-Ting (Tim) Cheng,Yi Lu,N
Shuvra S. Bhattacharyya,Adam Finkelstein,N
Albert Nijenhuis,Adam Finkelstein,P
C. Mani Krishna,Adam Finkelstein,P
Jaime Simão Sichman,Adam Finkelstein,P
Dawei Hong,Adam Finkelstein,N
Qi Shi,Adam Finkelstein,P
Eric K. Clemons,Adam Finkelstein,P
David Bodoff,Adam Finkelstein,N
R. Sritharan,Adam Finkelstein,N
Shuvra S. Bhattacharyya,Daniel F. García,N
Paul Dupuis,Daniel F. García,N
Rein van den Boomgaard,Daniel F. García,N
Manuel García,Daniel F. García,P
Martin Braschler,Daniel F. García,N
Jocelyne Troccaz,Daniel F. García,N
Shuvra S. Bhattacharyya,Myungchul Kim,N
Joseph Fong,Myungchul Kim,P
Luc Devroye,Myungchul Kim,P
Ben Lee,Myungchul Kim,P
Chansu Yu,Myungchul Kim,P
Hee Yong Youn,Myungchul Kim,P
Sungwon Kang,Myungchul Kim,P
Anton van den Hengel,Myungchul Kim,N
Kevin W. Bowyer,Myungchul Kim,P
Albert Nijenhuis,Christian W. Eurich,N
Sankar K. Pal,Christian W. Eurich,N
Geoffrey J. McLachlan,Christian W. Eurich,N
Donald E. Eastlake III,Christian W. Eurich,N
Zainalabedin Navabi,Christian W. Eurich,N
Albert Nijenhuis,Chung-Hsien Wu,N
Amy P. Felty,Chung-Hsien Wu,N
C. Mani Krishna,Roberto Musmanno,N
Kouichi Sakurai,Roberto Musmanno,N
Hee Beng Kuan Tan,Roberto Musmanno,N
Gerardo Escobar,Roberto Musmanno,N
Jaime Simão Sichman,André Elisseeff,N
Massimiliano Pontil,André Elisseeff,N
Ivan Gutman,André Elisseeff,N
Jaime Simão Sichman,Bernard Brogliato,N
Monique W. M. Jaspers,Bernard Brogliato,N
Nancy M. Amato,Bernard Brogliato,P
Eilon Solan,Bernard Brogliato,N
Jaime Simão Sichman,François Bousquet,P
Jan van Leeuwen,François Bousquet,N
Tatsuya Kawahara,François Bousquet,P
Erricos John Kontoghiorghes,François Bousquet,N
Jaime Simão Sichman,John C. Butcher,N
Dirk Aeyels,John C. Butcher,N
Jaime Simão Sichman,Pascal Molli,N
Sajal K. Das,Pascal Molli,P
Claude Godart,Pascal Molli,P
Siu Cheung Hui,Pascal Molli,N
Patrick Valduriez,Pascal Molli,P
Peter Jeavons,Pascal Molli,N
Dawei Hong,Christel Baier,N
Holger Hermanns,Christel Baier,P
Joost-Pieter Katoen,Christel Baier,P
Boudewijn R. Haverkort,Christel Baier,P
Farhad Arbab,Christel Baier,P
Jan J. M. M. Rutten,Christel Baier,P
Dawei Hong,Guruduth Banavar,N
Adam Shwartz,Guruduth Banavar,N
Dawei Hong,Jean-Camille Birget,P
Anees Shaikh,Jean-Camille Birget,N
Dawei Hong,Mitchell A. Thornton,N
Hiroshi Yasuda,Mitchell A. Thornton,N
Guido M. Schuster,Mitchell A. Thornton,N
Dawei Hong,Nasir D. Memon,P
Gleb Naumovich,Nasir D. Memon,N
Ali N. Akansu,Nasir D. Memon,P
Pierre Moulin,Nasir D. Memon,P
Edward J. Delp,Nasir D. Memon,P
Jean-Camille Birget,Nasir D. Memon,P
Ton Kalker,Nasir D. Memon,P
Touradj Ebrahimi,Nasir D. Memon,P
Ahmed H. Tewfik,Nasir D. Memon,P
Bede Liu,Nasir D. Memon,P
Fernando Pérez-González,Nasir D. Memon,N
Ingemar J. Cox,Nasir D. Memon,P
Mahalingam Ramkumar,Nasir D. Memon,P
Bülent Sankur,Nasir D. Memon,P
Dawei Hong,Peter Sanders 0001,N
Ivan Gutman,Peter Sanders 0001,P
Jan H. M. Korst,Peter Sanders 0001,P
Won Namgoong,Peter Sanders 0001,N
Laure Blanc-Féraud,Peter Sanders 0001,P
Jop F. Sibeyn,Peter Sanders 0001,P
Qi Shi,Arthur W. Apter,N
Tosiyasu L. Kunii,Arthur W. Apter,N
Qi Shi,Chris F. Kemerer,P
Edward J. Delp,Chris F. Kemerer,P
Susan H. Nielsen,Chris F. Kemerer,N
Michael A. Cusumano,Chris F. Kemerer,P
Mong-Li Lee,Chris F. Kemerer,P
Qi Shi,Jean-Lien C. Wu,N
Marcelo Lubaszewski,Jean-Lien C. Wu,N
H. Jaap van den Herik,Jean-Lien C. Wu,N
Rolf Ernst,Jean-Lien C. Wu,N
Qi Shi,Konstantinos Sagonas,N
Heribert Vollmer,Konstantinos Sagonas,P
Richard T. Snodgrass,Konstantinos Sagonas,P
Salvador Climent 0001,Konstantinos Sagonas,N
Bengt Jonsson,Konstantinos Sagonas,P
Qi Shi,Kyriakos N. Sgarbas,N
Hideo Saito,Kyriakos N. Sgarbas,N
Marwan Krunz,Kyriakos N. Sgarbas,N
Nikos Fakotakis,Kyriakos N. Sgarbas,P
George K. Kokkinakis,Kyriakos N. Sgarbas,P
John Mingers,Kyriakos N. Sgarbas,N
Manuel Díaz,Kyriakos N. Sgarbas,N
Eric K. Clemons,André Schiper,P
Bernadette Charron-Bost,André Schiper,P
Wesley E. Snyder,André Schiper,P
Wieslaw Dziobiak,André Schiper,N
Gregory M. P. O'Hare,André Schiper,N
Eric K. Clemons,Anna Perini,N
Paolo Giorgini,Anna Perini,N
Marco Pistore,Anna Perini,N
Rogério de Lemos,Anna Perini,N
Alexander B. Romanovsky,Anna Perini,N
Ruy Luiz Milidiú,Anna Perini,N
Gerald Warnecke,Anna Perini,N
Eric K. Clemons,Wingo Sai-Keung Wong,N
Peter Sussner,Wingo Sai-Keung Wong,N
Carola Wenk,Wingo Sai-Keung Wong,N
Randal W. Beard,Wingo Sai-Keung Wong,N
George Baciu,Wingo Sai-Keung Wong,P
David Bodoff,Bin Wu,N
Pedro López 0001,Bin Wu,N
Fred J. Hickernell,Bin Wu,N
Yehuda Lindell,Bin Wu,P
David Bodoff,Charles J. Petrie,N
David Bodoff,Gilles Bertrand 0001,N
David Wetherall,Gilles Bertrand 0001,N
R. Sritharan,David Haussler,P
Jui-Cheng Yen,David Haussler,N
R. Sritharan,Elaine M. Eschen,P
M. Randall Holmes,Elaine M. Eschen,N
Jeremy P. Spinrad,Elaine M. Eschen,P
William Klostermeyer,Elaine M. Eschen,N
Timothy Mark Pinkston,Elaine M. Eschen,N
Manfred Glesner,Elaine M. Eschen,N
Yin-Te Tsai,Elaine M. Eschen,N
R. Sritharan,Josep Llosa,N
Vijay K. Bhargava,Josep Llosa,P
Hans Ulrich Simon,Josep Llosa,P
R. Sritharan,Judith A. Blake,N
James A. Kadin,Judith A. Blake,P
J. Michael Cherry,Judith A. Blake,N
Irene Luque Ruiz,Judith A. Blake,N
Narayanan Krishnamurthy,Judith A. Blake,N
R. Sritharan,Kathie Cameron,N
Rodica Boliac,Kathie Cameron,N
Alan M. Davis,Kathie Cameron,N
Tor Helleseth,Kathie Cameron,N
R. Sritharan,Shih-Chien Chou,N
Kim-Chuan Toh,Shih-Chien Chou,N
Chengwu Yang,Shih-Chien Chou,N
Daniel Solow,Shih-Chien Chou,N
Feng Lin 0002,Shih-Chien Chou,N
Prakash M. Nadkarni,Shih-Chien Chou,N
R. Sritharan,Shinichi Morishita,N
Isidore Rigoutsos,Shinichi Morishita,P
J. Marc Overhage,Shinichi Morishita,P
Mohammed Javeed Zaki,Shinichi Morishita,P
Hiroshi Motoda,Shinichi Morishita,N
Setsuo Arikawa,Shinichi Morishita,P
Eric M. Rains,Shinichi Morishita,P
Rüdiger Zarnekow,Shinichi Morishita,N
R. Sritharan,William Klostermeyer,N
Herman Lam,William Klostermeyer,P
Gary MacGillivray,William Klostermeyer,P
Grant Lewison,William Klostermeyer,N
Nir Friedman,William Klostermeyer,N
David Simchi-Levi,William Klostermeyer,N
R. Sritharan,Yannis Theodoridis,N
Yücel Saygin,Yannis Theodoridis,P
Vassilios S. Verykios,Yannis Theodoridis,P
Babis Theodoulidis,Yannis Theodoridis,P
Elisa Bertino,Yannis Theodoridis,P
Robert M. Hierons,Yannis Theodoridis,N
Rommert Dekker,Adam Godzik,N
Laurent Hardouin,Adam Godzik,N
Rommert Dekker,Lina Zhou,N
Jay F. Nunamaker Jr.,Lina Zhou,P
Rommert Dekker,Yoshinori Dobashi,N
Richard Stong,Yoshinori Dobashi,N
Mark Perry,Yoshinori Dobashi,N
Laurent Hardouin,Xian-Mo Zhang,N
Blaise Jeanneret,Xian-Mo Zhang,N
Bin-Da Liu,Xian-Mo Zhang,P
Veljko Potkonjak,Xian-Mo Zhang,N
Michael Mealling,Adam Kalai,N
Sarnath Ramnath,Adam Kalai,N
James F. Reed,Adam Kalai,N
Michael Mealling,Yifan Chen,N
Vimal K. Dubey,Yifan Chen,N
Sunil R. Das,Yifan Chen,N
Ning Xi,Yifan Chen,P
Dimitris Apostolou,Yifan Chen,N
Kenjiro T. Miura,Yifan Chen,N
Sarnath Ramnath,Chun-Che Huang,N
Stéphan Thomassé,Chun-Che Huang,N
Frank De Clerck,Chun-Che Huang,N
Anand Srivastav,Chun-Che Huang,N
Wolfgang Hackbusch,Chun-Che Huang,N
Sarnath Ramnath,Frank P. Kelly,N
Chua-Chin Wang,Frank P. Kelly,N
Sarnath Ramnath,Mark J. T. Smith,N
Yu Hen Hu,Mark J. T. Smith,P
Guido Moerkotte,Mark J. T. Smith,P
James F. Reed,Carsten Carstensen,N
Takahiro Hara,Carsten Carstensen,N
Ernst P. Stephan,Carsten Carstensen,N
Stefan A. Sauter,Carsten Carstensen,N
Eric Torng,Carsten Carstensen,N
Jaime Peraire,Carsten Carstensen,N
Roberto Sabella,Carsten Carstensen,N
Frederic Cordier,Carsten Carstensen,N
James F. Reed,Didier Dubois,N
Florence Sèdes,Didier Dubois,P
Lishan Kang,Didier Dubois,P
Laurent Foulloy,Didier Dubois,P
Sébastien Konieczny,Didier Dubois,P
Sylvie Galichet,Didier Dubois,N
James F. Reed,Miin-Shen Yang,N
Stavros J. Perantonis,Miin-Shen Yang,N
Bruce Curry,Miin-Shen Yang,N
James F. Reed,Spyros G. Tzafestas,N
Branka Vucetic,Spyros G. Tzafestas,P
Miomir Vukobratovic,Spyros G. Tzafestas,P
Veljko Potkonjak,Spyros G. Tzafestas,N
James F. Reed,Takao Terano,N
Hamid R. Arabnia,Takao Terano,N
Xian-He Sun,Adam Krzyzak,P
Qing Li 0001,Adam Krzyzak,P
Martin L. Griss,Adam Krzyzak,P
Xian-He Sun,Gregor von Laszewski,P
José E. Moreira,Gregor von Laszewski,P
Pau-Lo Hsu,Gregor von Laszewski,N
Omer F. Rana,Gregor von Laszewski,P
Yong Zhang,Gregor von Laszewski,P
Xian-He Sun,Holger H. Hoos,P
David Poole 0001,Holger H. Hoos,P
Ronen I. Brafman,Holger H. Hoos,P
Craig Boutilier,Holger H. Hoos,P
Michael S. Lee,Holger H. Hoos,N
Anne Condon,Holger H. Hoos,P
Qing Li 0001,Eugene M. Izhikevich,N
Marjan Mernik,Eugene M. Izhikevich,N
Michael M. Kostreva,Eugene M. Izhikevich,N
Qing Li 0001,HongJiang Zhang,P
Heung-Yeung Shum,HongJiang Zhang,P
Aidong Zhang,HongJiang Zhang,P
Trevor Hastie,HongJiang Zhang,P
Stan Z. Li,HongJiang Zhang,P
Jerzy A. Filar,HongJiang Zhang,P
Bo Zhang,HongJiang Zhang,P
Feihu Qi,HongJiang Zhang,N
Liu Wenyin,HongJiang Zhang,P
Wei-Ying Ma,HongJiang Zhang,P
Giovanni Manzini,HongJiang Zhang,P
Qing Li 0001,Luís Ducla Soares,N
Pierre Rouzé,Luís Ducla Soares,N
Robert van Rooy,Luís Ducla Soares,N
Liping Liu,Luís Ducla Soares,N
Qing Li 0001,Shi-Ming Huang,P
Jörg Flum,Shi-Ming Huang,N
David C. Yen,Shi-Ming Huang,P
Hubertus Franke,Shi-Ming Huang,N
Joseph Fong,Shi-Ming Huang,P
Houn-Gee Chen,Shi-Ming Huang,N
Russell M. Mersereau,Shi-Ming Huang,N
Qing Li 0001,Timothy K. Shih,P
W. Eric L. Grimson,Timothy K. Shih,P
Dong Xuan,Timothy K. Shih,P
Iuon-Chang Lin,Timothy K. Shih,N
Sheng-Tun Li,Timothy K. Shih,N
Won Kim 0001,Timothy K. Shih,P
Chyi-Ren Dow,Timothy K. Shih,P
Jiung-Yao Huang,Timothy K. Shih,P
Chin-Chen Chang 0001,Timothy K. Shih,P
Qing Li 0001,Wei-Ying Ma,P
Sethuraman Panchanathan,Wei-Ying Ma,P
Bo Zhang,Wei-Ying Ma,P
Liu Wenyin,Wei-Ying Ma,P
Eric O. Postma,Wei-Ying Ma,N
Jian-Yun Nie,Wei-Ying Ma,P
Enrico Franconi,Wei-Ying Ma,N
Roberto Tadei,Wei-Ying Ma,N
Martin L. Griss,Anton Leuski,P
Philip Resnik,Anton Leuski,P
Franz Josef Och,Anton Leuski,N
Sanjeev Khudanpur,Anton Leuski,N
S. D. Noble,Anton Leuski,N
Martin L. Griss,Basel Solaiman,N
Christian Roux,Basel Solaiman,P
Matthias Pätzold,Basel Solaiman,N
Francesc Comellas,Basel Solaiman,N
Wei Lin 0001,Basel Solaiman,N
Ulrich Derigs,Basel Solaiman,N
Martin L. Griss,Carlos José Pereira de Lucena,P
Jean-Claude Bermond,Carlos José Pereira de Lucena,P
Rogério de Lemos,Carlos José Pereira de Lucena,N
Anna Perini,Carlos José Pereira de Lucena,N
Alexander B. Romanovsky,Carlos José Pereira de Lucena,P
Ruy Luiz Milidiú,Carlos José Pereira de Lucena,N
Philippe Sardain,Carlos José Pereira de Lucena,N
Bonnie A. Nardi,Carlos José Pereira de Lucena,P
Francois P. S. Chin,Carlos José Pereira de Lucena,P
Martin L. Griss,Lorrie Faith Cranor,P
Karl J. Friston,Lorrie Faith Cranor,N
Erik Hollnagel,Lorrie Faith Cranor,N
Shane Greenstein,Lorrie Faith Cranor,N
Kai Wang,Lorrie Faith Cranor,N
Martin L. Griss,Sing Kiong Nguang,N
Jacob A. Abraham,Sing Kiong Nguang,N
David Thaler,Sing Kiong Nguang,N
Claire Kenyon,Adam L. Buchsbaum,P
Howard J. Karloff,Adam L. Buchsbaum,P
Michael T. Goodrich,Adam L. Buchsbaum,P
Suzanne D. Pawlowski,Adam L. Buchsbaum,N
Ivan Hal Sudborough,Adam L. Buchsbaum,P
Claire Kenyon,Howard J. Karloff,P
William M. Wells III,Howard J. Karloff,P
P. Vijay Kumar,Howard J. Karloff,P
Claire Kenyon,Indra Widjaja,P
Jeremy R. Johnson,Indra Widjaja,N
George Havas,Indra Widjaja,P
Claire Kenyon,Mikkel Thorup,P
Howard J. Karloff,Mikkel Thorup,P
Esther M. Arkin,Mikkel Thorup,P
Philip N. Klein,Mikkel Thorup,P
David R. Karger,Mikkel Thorup,P
Adam L. Buchsbaum,Mikkel Thorup,P
Howard J. Karloff,Alexander Zelikovsky,P
Cristina G. Fernandes,Alexander Zelikovsky,P
Gruia Calinescu,Alexander Zelikovsky,P
Pavel A. Pevzner,Alexander Zelikovsky,P
Howard J. Karloff,Bob Galliers,N
Alle-Jan van der Veen,Bob Galliers,N
Sirkka Jarvenpaa,Bob Galliers,P
Howard J. Karloff,Cristina G. Fernandes,P
Howard J. Karloff,Daniele Vigo,P
Thomas L. Marzetta,Daniele Vigo,N
Howard J. Karloff,Harry J. P. Timmermans,N
Minoru Asada,Harry J. P. Timmermans,P
Howard J. Karloff,James Aweya,N
Haiko Müller,James Aweya,N
Delfin Y. Montuno,James Aweya,P
Howard J. Karloff,Kosuke Kato,N
Alejandro López-Ortiz,Kosuke Kato,N
Howard J. Karloff,Norman W. Paton,P
Terri K. Attwood,Norman W. Paton,P
Murali S. Kodialam,Norman W. Paton,N
Rizos Sakellariou,Norman W. Paton,P
Rosa María Baños,Norman W. Paton,P
Toni C. M. Rietveld,Norman W. Paton,P
Fathy Ismail,Norman W. Paton,N
Philip D. Gray,Norman W. Paton,P
Enrico Franconi,Norman W. Paton,P
Michael T. Goodrich,Alessandro Saffiotti,P
David Hawking,Alessandro Saffiotti,P
Michael T. Goodrich,Amos Lapidoth,P
Michael T. Goodrich,David Eppstein,P
Kevin F. McCardle,David Eppstein,N
Stephen G. Kobourov,David Eppstein,P
Alper Üngör,David Eppstein,P
Christian A. Duncan,David Eppstein,P
Yannis Siskos,David Eppstein,P
David Reynolds,David Eppstein,N
Michael T. Goodrich,Graham Leedham,P
Vladimir D. Tonchev,Graham Leedham,N
Barbara I. Wohlmuth,Graham Leedham,N
Michael T. Goodrich,Yi-Min Wang,P
Elias Procópio Duarte Jr.,Yi-Min Wang,N
Vijay K. Garg,Yi-Min Wang,P
Mark Burgin,Yi-Min Wang,N
Wolfgang Rosenstiel,Yi-Min Wang,P
Ken Chen,Yi-Min Wang,P
Suzanne D. Pawlowski,Alain Denise,N
Sylvie Corteel,Alain Denise,P
Danièle Gardy,Alain Denise,P
Dominique Barth,Alain Denise,P
Philippe Flajolet,Alain Denise,P
E. Andrew Boyd,Alain Denise,N
H. Narayanan,Alain Denise,N
Richard T. Watson,Alain Denise,N
Roberto Musmanno,Alain Denise,N
Ezra Zeheb,Alain Denise,N
Suzanne D. Pawlowski,Jürgen Bierbrauer,N
Fernanda Pambianco,Jürgen Bierbrauer,N
Stefano Marcugini,Jürgen Bierbrauer,N
Suzanne D. Pawlowski,Vladimir Kanovei,N
D. T. Lee,Vladimir Kanovei,N
Saharon Shelah,Vladimir Kanovei,P
Bruno Durand,Vladimir Kanovei,N
David Horn,Vladimir Kanovei,N
Ivan Hal Sudborough,Constantinos E. Goutis,P
Thomas A. Funkhouser,Constantinos E. Goutis,P
Joey F. George,Constantinos E. Goutis,P
Paramasivan Saratchandran,Constantinos E. Goutis,N
Ivan Hal Sudborough,David G. Kirkpatrick,P
Gary Marchionini,David G. Kirkpatrick,P
Tetsuo Asano,David G. Kirkpatrick,P
Sabine Van Huffel,David G. Kirkpatrick,P
Arturo Carpi,David G. Kirkpatrick,P
Li Yang,David G. Kirkpatrick,N
Ivan Hal Sudborough,Huyên Pham,N
Antonio Capone,Huyên Pham,N
Joe Sawada,Huyên Pham,N
Charles J. Colbourn,Huyên Pham,N
Ivan Hal Sudborough,Ruben Abagyan,N
Charles L. Brooks III,Ruben Abagyan,N
Maxim Totrov,Ruben Abagyan,P
Tomoyuki Yamakami,Ruben Abagyan,N
Xiaoqiu Huang 0001,Ruben Abagyan,N
Antonio Restivo,Ruben Abagyan,N
Richard F. Hartl,Ruben Abagyan,N
Andrea Lodi 0001,Adam N. Letchford,P
Andrea Lodi 0001,Alberto Caprara,P
Alessandro Panconesi,Alberto Caprara,P
