author,sum_art
Shahram Latifi,5
Valmir Carneiro Barbosa,4
James N. K. Liu,6
Ramesh Jain,9
Frédéric Jurie,2
Michel Dhome,2
Wacef Guerfali,1
Réjean Plamondon,5
Anup Basu,5
Axel Pinz,4
Mohammed Bennamoun,5
Asish Mukhopadhyay,2
Jianguo Zhang,1
Tieniu Tan,3
Wai Lam,8
Claudio De Stefano,3
Angelo Marcelli,3
Yuan Yan Tang,12
Pierre Soille,5
Yuan-Kai Wang,1
Chi-Fang Lin,2
Miin-Shen Yang,3
Yiannis S. Boutalis,1
Basil G. Mertzios,3
David Mendlovic,1
Mick Turner,1
Francesc J. Ferri,4
Paul H. Lewis,1
Swapan K. Parui,3
Jzau-Sheng Lin,3
Chun Hung Li,1
Shu Hung Leung,1
Fumitaka Kimura,1
René Alquézar,2
Ponnuthurai N. Suganthan,4
Markus Vincze,2
A. Ardeshir Goshtasby,2
Robert E. Mercer,1
John L. Barron,2
Aiden A. Bruen,2
Kostas N. Plataniotis,2
Anastasios N. Venetsanopoulos,6
Luca Bogoni,1
Lin-Yu Tseng 0001,2
Ramón Román-Roldán,1
Juan Francisco Gómez-Lopera,1
José Martínez-Aroza,2
Pedro Luis Luque-Escamilla,1
Rangaraj M. Rangayyan,7
Rolf Lakämper,1
Zheng Bao,11
Richard Myers,2
Juan Humberto Sossa Azuela,2
Juan Luis Díaz-de-León S.,1
Jung H. Kim,1
Chil-Woo Lee,1
Jianming Hu,2
Bilge Günsel,1
A. Murat Tekalp,9
Antonio Ramón Jiménez,1
Ramón Ceres Ruíz,1
José Luis Pons Rovira,1
Mohammad A. Karim,2
Majeed M. Hayat,4
Chandra Kambhamettu,3
Zhongfei Zhang,1
Rohini K. Srihari,2
Its'hak Dinstein,1
Tie Qi Chen,1
Yi Lu,1
Heedong Ko,1
Chew Lim Tan,7
David Suter,4
Vassilis Anastassopoulos,1
Guoping Qiu,1
Joachim Hornegger,2
Volkmar Welker,2
Heinrich Niemann,6
Hyun Wook Park,4
Sinan Batman,1
Daijin Kim,6
Jürg Schmid,1
Anatolij Dvurecenskij,5
Ann N. Trenk,4
Peter C. Fishburn,14
Bernd S. W. Schröder,5
Bruno Leclerc,2
Jean-Paul Doignon,2
Jean-Claude Falmagne,3
James F. Korsh,3
Paul LaFollette,2
Shahriar Shahriari,5
Guram Bezhanishvili,2
Martin Goldstern,1
James A. Reeds,3
Stefan Felsner,4
J. K. Truss,3
Nathalie Caspard,1
James D. Currie,4
Alberto Marcone,1
Oswin Aichholzer,6
Franz Aurenhammer,5
Jonathan David Farley,1
Kenneth P. Bogart,2
Garth Isaak,2
Reinhard Diestel,2
Bernhard Banaschewski,4
Michel Morvan,5
Gunnar Brinkmann,4
Janet Wiles,3
David Clark,9
Arun Sharma,8
Jun Cai,1
Ge-Ming Chiu,3
Robyn A. Owens,1
Giuseppe Anastasi,3
Alberto Bartoli,3
Craig B. Stunkel,3
Dhabaleswar K. Panda,7
Weijia Shang,2
D. N. Jayasimha,1
Füsun Özgüner,1
Anne Condon,5
Mark D. Hill,3
David A. Wood 0001,2
Achour Mostéfaoui,7
Michel Raynal,15
Konstantinos Kalpakis,1
Ouri Wolfson,5
Maria Cristina Pinotti,7
Si-Qing Zheng,3
Keqin Li 0001,4
Jianping Jiang,1
Ten-Hwang Lai,2
Florin Sultan,2
Liviu Iftode,2
Jordi Garcia,1
Jesús Labarta,5
Hon Fung Li,1
Young-Joo Suh,2
D. Scott Wills,4
José Duato,8
Hsing-Lung Chen,1
Kai Hwang 0001,4
D. Janaki Ram,2
Ming-Syan Chen,2
Ivan Stojmenovic,14
John J. Metzner,3
Michael Mitzenmacher,14
Ludek Kucera,1
Sivarama P. Dandamudi,3
Jon A. Solworth,1
Shikharesh Majumdar,3
Salim Hariri,2
Mehmet Hakan Karaata,4
Chien-Min Wang,2
Jens Knoop,2
Francesco Quaglia,6
Po-Jen Chuang,1
Limin Xiang,4
Kazuo Ushijima,5
Paul Y. S. Cheung,4
Xiaola Lin,3
Gen-Huey Chen,11
Sandeep K. S. Gupta,7
Pradip K. Srimani,12
Cheng-Zhong Xu 0001,2
Vipin Chaudhary,1
Dimiter R. Avresky,4
Jehoshua Bruck,6
Lihao Xu,1
Francis C. M. Lau 0001,5
Jovisa D. Zunic,2
Jian Chen,6
Valerie E. Taylor,7
Shivakant Mishra,3
Biing-Feng Wang,3
Richard R. Muntz,3
Steven Berson,1
Takashi Harada,1
Masafumi Yamashita,7
Anand Sivasubramaniam,6
Roberto De Prisco,2
Dahlia Malkhi,4
Michael K. Reiter,6
Jun Gu,7
Dror G. Feitelson,4
Rupak Biswas,5
Xiaodong Zhang 0001,8
Zahir Tari,3
David J. Lilja,5
Vincenzo Auletta,4
Vittorio Scarano,2
Roger D. Chamberlain,1
Mark A. Franklin,1
James E. Smith,1
Gurindar S. Sohi,4
Nina T. Bhatti,1
Mark Moir,5
Pen-Chung Yew,5
Wei Chen 0003,3
Koichi Wada,5
John A. Stankovic,6
Jingyuan Zhang,1
Sun-Yuan Hsieh,5
Yuanyuan Yang,8
Jianchao Wang,3
Guohong Cao,5
Mukesh Singhal,8
Cauligi S. Raghavendra,2
Paraskevas Evripidou,4
Chita R. Das,4
Franciszek Seredynski,2
Jack Y. B. Lee,10
Tarek S. Abdelrahman,1
Meenakshi A. Kandaswamy,2
Alok N. Choudhary,12
David E. Bernholdt,3
Lanfranco Lopriore,3
Philip K. McKinley,2
Erik D. Demaine,21
Arjan J. C. van Gemund,2
Arnold L. Rosenberg,3
Tatsuhiro Tsuchiya,6
Tohru Kikuno,6
Qing Yang 0001,2
Carl Tropper,5
Michael F. P. O'Boyle,2
Elena Stöhr,2
Mani B. Srivastava,3
Horng-Ren Tsai,2
Mohamed Ould-Khaoua,26
Hamid Sarbazi-Azad,10
Siddhartha Chatterjee,3
Alvin R. Lebeck,2
Manish Parashar,7
Tei-Wei Kuo,5
Vassilios V. Dimakopoulos,1
Nikitas J. Dimopoulos,3
Antonella Di Stefano,1
Corrado Santoro,1
Ching-Hsien Hsu,1
Paolo Cremonesi,4
Venkatavasu Bokka,1
James L. Schwing,1
Larry Wilson,2
Shing-Tsaan Huang,2
V. Lakshmi Narasimhan,1
Luis Díaz de Cerio,3
Miguel Valero-García,4
David M. Nicol,1
Lois Wright Hawkes,1
Lorenzo Alvisi,4
Jonathan Schaeffer,9
Aske Plaat,3
Roy Friedman,4
Francisco J. Quiles 0001,2
Hideharu Amano,3
Jie Wu 0001,14
Hussein M. Abdel-Wahab,3
Khaled Day,11
Abdel Elah Al-Ayyoub,7
Weifa Liang,4
Richard P. Brent,1
Hong Shen,3
William Aiello,3
Sandeep N. Bhatt,3
Fan R. K. Chung,6
Ramesh K. Sitaraman,5
Srinivas Aluru,1
Desh Ranjan,2
Timothy Mark Pinkston,3
Anant Agarwal,3
George Karypis,4
Vipin Kumar,5
Chengzheng Sun,5
Limin Wang,2
Adnan Darwiche,7
Paul Caspi,1
Dan Boneh,7
Matthew K. Franklin,3
Jörg Flum,3
Timothy J. Hickey,2
Maarten H. van Emden,5
Darrell D. E. Long,3
Larry J. Stockmeyer,4
Uri Zwick,13
Vijay V. Vazirani,3
Lauri Hella,1
Juha Nurmonen,1
Éva Tardos,4
Rida A. Bazzi,2
Gil Neiger,1
Yijie Han,5
Tak Wah Lam,11
Joseph M. Hellerstein,2
Elias Koutsoupias,1
Daniel P. Miranker,1
Christos H. Papadimitriou,7
Hagit Attiya,7
Lillian Lee,6
Rowan Davies,2
Timothy M. Chan,7
Jon M. Kleinberg,9
Jan Van den Bussche,13
Dorit S. Hochbaum,7
Inderpal Singh Mumick,2
Yehoshua Sagiv,7
Oded Shmueli,2
Lusheng Wang,8
Nicola Leone,12
Francesco Scarcello,6
Daniel H. Huson,1
Knut Reinert,1
Eugene W. Myers,1
Steven S. Seiden,8
Jan A. Bergstra,7
Alban Ponse,7
Andrei Z. Broder,3
Zhi-Zhong Chen,7
Michelangelo Grigni,3
Ashwin Nayak,1
Umesh V. Vazirani,1
Allan Borodin,1
Sandeep Sen,4
David A. Basin,5
Harald Ganzinger,1
Carlo Meghini,1
Giovanni Manzini,3
Matthew Andrews,4
Baruch Awerbuch,6
Antonio Fernández 0001,4
Frank Thomson Leighton,4
Zhiyong Liu,2
Avigdor Gal,3
Daniel J. Lehmann,27
Yoav Shoham,5
Mikkel Thorup,7
Amotz Bar-Noy,7
Reuven Bar-Yehuda,5
Joseph Naor,7
Baruch Schieber,5
John Case,7
Dayanand S. Rajan,1
Anil M. Shende,1
Robert Beals,2
Richard Cleve,3
Michele Mosca,5
Johan Håstad,8
Albert R. Meyer,2
Mor Harchol-Balter,5
Sibsankar Haldar,2
Paul M. B. Vitányi,22
Didier Dubois,24
Hélène Fargier,3
Henri Prade,22
Rafail Ostrovsky,6
Vijaya Ramachandran,4
Michael A. Frumkin,4
Rob F. Van der Wijngaart,3
Shinichi Morishita,5
Stéphane Boucheron,3
Mirta B. Gordon,2
Martin Brown,1
Peter Rossmanith,2
Thomas Zeugmann,4
Nicolò Cesa-Bianchi,4
Foster J. Provost,2
Tom Fawcett,1
Douglas H. Fisher,2
David P. Helmbold,4
Philip M. Long,3
Boris G. Mirkin,3
Paul Cull,1
Prasad Tadepalli,1
Dennis DeCoste,1
Yi Lin,3
Shaul Markovitch,2
Michael J. Kearns,4
Saso Dzeroski,5
Luc De Raedt,4
Kristin P. Bennett,3
Paul Fischer,4
James P. Crutchfield,5
Mohammed Javeed Zaki,7
Padhraic Smyth,4
Tom Bylander,1
Leo Breiman,2
Suresh Manandhar,1
José M. Peña 0001,3
José Antonio Lozano,6
Thomas Hofmann,2
Gerald DeJong,1
Rafael C. Carrasco,3
José Oncina,2
Elmer G. Gilbert,3
Marco Ramoni,3
Paola Sebastiani,3
Isabelle Guyon,1
Adam J. Grove,3
Jyrki Kivinen,2
Francisco Casacuberta,3
Satinder P. Singh,4
Colin de la Higuera,1
Mark Craven,2
Benjamin Van Roy,3
Timothy X. Brown,2
Yoav Freund,3
Ah Chung Tsoi,3
Nick Littlestone,1
Carla E. Brodley,4
Rajesh Parekh,1
Paul R. Cohen,2
Michael Collins 0001,1
Robert E. Schapire,3
Juan-Carlos Amengual,1
José-Miguel Benedí,2
Judy Goldsmith,2
Robert H. Sloan,5
György Turán,2
Julia Hirschberg,5
Paul Taylor 0001,1
David S. Pallett,3
Francesco Beritelli,2
Salvatore Casale,2
Steven Bird,14
Ji Ming,3
Francis Jack Smith,3
Hideyuki Watanabe,1
Keiichi Tokuda,3
Tadashi Kitamura,4
Shigeru Katagiri,3
Philip C. Woodland,4
Hong Kook Kim,4
Hwang Soo Lee,2
Wen-Whei Chang,2
Fabio Brugnara,1
M. J. F. Gales,2
Martine Adda-Decker,1
Tan Lee,3
P. C. Ching,4
Dirk Van Compernolle,1
Hermann Ney,6
Alex Waibel,5
Richard V. Cox,5
Mark Liberman,2
William A. Ainsworth,2
Marc Swerts,7
Keikichi Hirose,3
Tanee Demeechai,1
Herman J. M. Steeneken,3
John H. L. Hansen,3
Victoria E. Sánchez,2
Ángel de la Torre,4
Nam Soo Kim,1
Chin-Hui Lee,9
Jen-Tzung Chien,5
Richard M. Schwartz,2
John Makhoul,2
Elizabeth C. Botha,3
Qiang Huo,3
Gérard Bailly,2
Lou Boves,2
Massimo Poesio,1
Sadaoki Furui,1
Hervé Bourlard,2
Yuan-Fu Liao,2
Sin-Horng Chen,2
Richard C. Rose,2
Giuseppe Riccardi,4
Milan M. Milosavljevic,2
Branko D. Kovacevic,2
Jacques M. B. Terken,3
Rafik A. Goubran,3
Climent Nadeu,1
Li Deng,1
Yoshinori Sagisaka,2
Paavo Alku,2
Erkki Vilkman,2
Martin Cooke,2
Xavier L. Aubert,2
Reinhold Haeb-Umbach,3
Andreas Wendemuth,1
Andreas S. Spanias,1
Emiel Krahmer,6
Gerhard Sagerer,2
Björn Granström,1
Bogomir Horvat,1
Raymond N. J. Veldhuis,2
Fang-Jang Kuo,1
Karl-Dirk Kammeyer,3
Antonio M. Peinado,1
Antonio J. Rubio,3
José C. Segura,3
Toshio Irino,1
Stephen G. Pulman,1
Rathinavelu Chengalvarayan,2
Florian Gallwitz,2
Elmar Nöth,2
Mazin G. Rahim,2
Lawrence K. Saul,2
Allen L. Gorin,3
Anthony J. Robinson,1
Steve Renals,1
Ananth Sankar,1
Andreas Stolcke,3
Anton Batliner,1
Mahesan Niranjan,2
Balázs Csébfalvi,1
Lukas Mroz,2
David B. Arnold,3
A. M. Day,2
David A. Duce,3
Richard H. Bartels,1
Wolfgang Heidrich,4
Sabine Coquillart,3
Sumanta N. Pattanaik,2
Donald P. Greenberg,4
Anselmo Lastra,2
L.-M. Reissell,1
Dinesh K. Pai,5
Pere Brunet,3
Alvar Vinacua,1
László Szirmay-Kalos,2
Andreas Schilling 0001,2
Wolfgang Straßer,3
Jean-Daniel Boissonnat,8
Frédéric Cazals,4
Ken Brodlie,1
David Baraff,1
Dan Gordon 0001,4
François X. Sillion,1
Rüdiger Westermann,2
Swami Manohar,1
Eugene Fiume,2
Dani Lischinski,5
Marc Stamminger,2
Hans-Peter Seidel,13
David J. Duke,8
Roberto Scopigno,7
Hans Hagen,3
Jean-Michel Dischler,3
Djamchid Ghazanfarpour,4
Samir Akkouche,1
Eric Galin,1
Michael Meißner,1
Juan Carlos Torres 0001,2
Koen N. Denecker,2
Peter De Neve,1
Steven Van Assche,1
Ignace Lemahieu,5
Wilfried Philips,3
Éric Marchand,5
François Chaumette,11
Ryutarou Ohbuchi,2
Shigeo Takahashi,3
Fausto Bernardini,7
Holly E. Rushmeier,5
A. James,1
Claudio Rocchini,3
Paolo Cignoni,3
Claudio Montani,3
Isabel Navazo,2
Carlos Saona-Vázquez,1
Han-Wei Shen,1
Thomas Strothotte,5
Craig Gotsman,6
Hanspeter Pfister,4
Thomas Ertl,5
Ayellet Tal,5
Dietmar Saupe,3
Ivan Herman,3
George Drettakis,5
Yoshifumi Kitamura,2
Fumio Kishino,2
Seungyong Lee,3
Enhua Wu,4
Pierre Poulin,2
Heinrich Müller,2
Akifumi Makinouchi,3
Karol Myszkowski,3
Issei Fujishiro,3
Satoshi Tanaka,3
Hiroaki Yamamoto,2
Soon Ki Jung,1
Ramakant Nevatia,3
Bernard Peroche,1
Markus H. Gross,4
John F. Hughes,2
Philipp Slusallek,1
Demetri Terzopoulos,4
Ross T. Whitaker,7
Marie-Paule Cani,4
Sung Yong Shin,6
Gabriel Taubin,6
Huw Jones,2
Philip J. Willis,1
Qunsheng Peng,11
Pheng-Ann Heng,6
Ming-Tat Ko,4
Cornelius W. A. M. van Overveld,1
Brian Wyvill,2
Valerio Pascucci,2
Min Chen,4
Maria Cristina Ferreira de Oliveira,2
Elizabeth M. Rudnick,3
Janak H. Patel,1
Sreejit Chakravarty,2
Luís Miguel Silveira,2
Shantanu Dutt,3
Dirk Lanneer,1
Gert Goossens,1
Chauchin Su,3
Xiaobo Hu,4
Danny Z. Chen,13
Pao-Ann Hsiung,3
Viktor K. Prasanna,5
Smita Bakshi,1
Daniel Gajski,1
Raminder Singh Bajwa,1
D. F. Wong,3
Paul M. Chau,1
Peichen Pan,1
Subhas C. Nandy,5
Hongbing Fan,4
Yu-Liang Wu,4
C. K. Wong,12
Chaitali Chakrabarti,2
Kuang-Chien Chen,1
Alain Darte,1
Frédéric Vivien,1
Pranav Ashar,2
Mario A. López,2
Dinesh P. Mehta,3
Chung-Wen Albert Tsao,1
Yvon Savaria,2
U. Nagaraj Shenoy,2
Yu-Chin Hsu,1
Fur-Shing Tsai,1
Preeti Ranjan Panda,2
Nikil D. Dutt,4
TingTing Hwang,2
Evaggelinos P. Mariatos,1
Ranga Vemuri,5
Fulvio Corno,1
Paolo Prinetto,6
Maurizio Rebaudengo,2
Matteo Sonza Reorda,2
Ing-Jer Huang,3
Ibrahim N. Hajj,2
Mehrdad Nourani,5
Christos A. Papachristou,2
Bruce H. Krogh,3
Moisés Bonilla Estrada,1
Michel Malabre,7
Hassan K. Khalil,4
Alberto Isidori,5
Riwal Morvan,1
Pierre Vilbé,1
Léon-Claude Calvez,1
Jiang Qian Ying,3
Zhiping Lin,7
Matthew R. James,2
Ian R. Petersen,6
John B. Moore,4
Xun Yu Zhou,10
Wei Lin 0001,10
Mrdjan Jankovic,1
Christos G. Cassandras,6
Christos G. Panayiotou,2
Mark A. Shayman,1
Emmanuel Fernández-Gaucherand,1
Pierre Rouchon,2
Onur Toker,1
Steven R. Weller,1
William Moran 0001,3
Brett Ninness,2
Alessandro Casavola,3
Domenico Famularo,2
Ratnesh Kumar 0001,3
Giuseppe C. Calafiore,3
Michael Cantoni,2
Zidong Wang,9
Jin Soo Lee,1
Han-Fu Chen,7
Eduardo F. Camacho,2
Malcolm C. Smith,4
Mark W. Spong,5
Nahum Shimkin,3
Jeffrey K. Uhlmann,1
Adam Shwartz,3
Harold J. Kushner,4
Lei Guo 0001,2
Marco C. Campi,4
Hao Ye,1
Han Ho Choi,6
Domenico Prattichizzo,3
Bruno Portier,1
Wassim M. Haddad,5
VijaySekhar Chellaboina,3
Giancarlo Ferrari-Trecate,4
Der-Cherng Liaw,4
Bor-Sen Chen,18
Ming Hou 0001,1
Yew-Wen Liang,1
Patrizio Colaneri,3
Ernest Barany,1
Emilia Fridman,10
Uri Shaked,13
Tadeusz Kaczorek,1
Graham C. Goodwin,7
Farshad Khorrami,1
Zhong-Ping Jiang,10
Da-Wei Gu,2
Liyi Dai,1
Munther A. Dahleh,3
Edoardo Mosca,4
Ramine Nikoukhah,3
Stephen L. Campbell,4
François Delebecque,2
Anthony M. Bloch,2
Naomi Ehrich Leonard,2
Jerrold E. Marsden,3
Aniruddha Datta,3
Shankar P. Bhattacharyya,5
Dimitry Gorinevsky,2
Sangchul Won,2
Hong Chen,7
Tryphon T. Georgiou,7
Santosh Devasia,3
Masao Ikeda,2
Riccardo Marino,2
Patrizio Tomei,3
Hoang Duong Tuan,6
Pierre Apkarian,7
Chien Chern Cheah,2
Kenneth A. Loparo,4
Domenico D'Alessandro,5
Charles E. Rohrs,1
Panos J. Antsaklis,2
Seppo Pohjolainen,1
Zongli Lin,13
Luc Jaulin,7
Tong Zhou,4
Zhi-Li Zhang,5
Mustafa Khammash,2
Wook Hyun Kwon,9
In-Joong Ha,3
Mehrdad Saif,2
Sun-Yuan Tsay,1
David G. Taylor,1
Riccardo Minciardi,1
Hayriye Ayhan,5
Roberto Genesio,1
Alberto Tesi,4
Francesco Bullo,8
El-Kébir Boukas,1
Iven M. Y. Mareels,4
Jeff S. Shamma,3
Guoxiang Gu,4
Hsu-Chun Yen,5
Ian Postlethwaite,4
Bozenna Pasik-Duncan,3
Tyrone E. Duncan,2
Scott A. Bortoff,1
Dirk Aeyels,8
Kemin Zhou,4
Silviu-Iulian Niculescu,7
Bijoy K. Ghosh,3
Charles Knessl,7
Charles Tier,1
John Hauser,1
Jie Chen 0005,3
Shinji Hara,1
Li Qiu,7
David D. Yao,6
C. Zhang,2
Rayadurgam Srikant,3
Alfredo Germani,5
Costanzo Manes,4
Ilya V. Kolmanovsky,5
Yeong-Chan Chang,3
Mao-Lin Ni,1
Tetsuya Iwasaki,1
Roy S. Smith,2
Michael H. Veatch,1
Antonella Ferrara,3
Riccardo Scattolini,4
Christian Commault,3
Jean-Michel Dion,6
Oswaldo Luiz V. Costa,2
Thomas I. Seidman,1
Lawrence E. Holloway,2
Laurent Massoulié,3
Devadatta M. Kulkarni,1
Feng Lin,2
Laurent Praly,3
Imad M. Jaimoukha,1
David J. N. Limebeer,2
Mohamed Darouach,4
Hiroaki Mukaidani,4
Hua Xu 0002,4
Wieslaw Krajewski,1
Antonio M. Lepschy,1
Umberto Viaro,1
John Lygeros,1
Min-Shin Chen,1
Masayoshi Tomizuka,7
James F. Whidborne,2
Robert S. H. Istepanian,6
Jun Wu 0003,3
Kumpati S. Narendra,3
Wei-Yong Yan,4
Kok Lay Teo,11
Jan Swevers,3
Ülle Kotta,3
Gerardo Espinosa-Pérez,2
Qinghua Zhang,1
Edward J. Davison,1
Ömer Morgül,3
Sandro Zampieri,3
Yu Tang,1
Gang Tao,9
Rudi Vuerinckx,1
Warren E. Dixon,6
Erkan Zergeroglu,4
Chun-Yi Su,5
Altug Iftar,2
Zigang Pan,4
Arthur J. Krener,4
James Lam,13
Gjerrit Meinsma,3
Jozef Vörös,2
Venkataramanan Balakrishnan,4
Bernardo A. León de la Barra,1
Pyung Soo Kim,3
Michael D. Lemmon,1
J. Anthony Rossiter,3
Michel Zasadzinski,1
Julio H. Braslavsky,2
Rick H. Middleton,1
Kevin M. Passino,5
Xiaoping Liu,3
Carlos E. de Souza,6
Er-Wei Bai,10
Roberto Tempo,3
Craig M. Barnhart,1
Vijay K. Garg,1
Srdjan S. Stankovic,2
Dragoslav D. Siljak,2
Shengyuan Xu,9
Paul Van Dooren,3
Mark French,3
Anders Lindquist,4
Marios M. Polycarpou,5
Edmond A. Jonckheere,3
Ki Baek Kim,3
Alexander Leonessa,2
Bruce E. Hajek,4
Richard J. Gibbens,1
Frank P. Kelly,1
Cishen Zhang,11
Lihua Xie,12
Richard Rebarber,1
Stuart Townley,1
Naohisa Otsuka,1
Pasquale Lucibello,2
Kyung-Soo Kim,1
Xudong Ye,2
Rajagopalan Devanathan,1
Theodore E. Djaferis,2
David L. Pepyne,3
Charalambos D. Charalambous,2
Sanjeev R. Kulkarni,5
Yun-Chung Chu,2
Sing Kiong Nguang,6
Zhihua Qu,5
Michael Heymann,2
George Meyer,2
Maria Elena Valcher,5
Keqin Gu,3
Jitendra K. Tugnait,9
Jerzy A. Filar,5
Vladimir Gaitsgory,2
Alain Haurie,3
Youshen Xia,3
Babak Hassibi,10
Thomas Kailath,3
Chien-Shu Hsieh,2
Fu-Chuang Chen,1
Jan C. Willems,5
Harry L. Trentelman,4
Tae-Yong Kuc,3
Cristian Oara,1
Sheng Chen 0001,11
Gang Li,2
Jian Chu,1
R. Srikant,4
Anders Rantzer,3
Tomomichi Hagiwara,9
Hajime Maeda,3
Mituhiko Araki,5
Tor Arne Johansen,5
Tongwen Chen,8
Jacques Bernussou,4
Hideki Kokame,5
Takehiro Mori,3
Franco Blanchini,3
Raffaele Pesenti,2
E. Bruce Lee,1
Nader Sadegh,3
Neil Munro,6
Fernando Paganini,3
Steven I. Marcus,4
Wei Xing Zheng,2
Shuzhi Sam Ge,15
Chengwu Yang,4
Shigemasa Takai,2
Giorgio Bartolini,3
Elio Usai,3
Mario Milanese,1
Michele Taragna,2
Wlodzimierz Greblicki,2
Mohamed Boutayeb,1
Joel W. Burdick,2
Yossi Chait,1
Stephen S.-T. Yau,1
Martin Buss,1
Lalo Magni,3
Georges Bastin,4
Chiman Kwan,2
Youxian Sun,1
J. Dwight Aplevich,1
Daniel E. Davison,1
Leonid Mirkin,2
Zalman J. Palmor,1
Laura Menini,6
Pedro L. D. Peres,3
Herman Bruyninckx,1
Daniel E. Miller,3
Elena De Santis,2
Alessandro De Luca 0001,3
Giuseppe Oriolo,4
Karl Henrik Johansson,3
Karl Johan Åström,3
Da-Zhong Zheng,3
Weiliang Xu,3
Dianhui Wang,3
Erik Weyer,2
Jeffrey S. Rosenthal,1
Daniel W. Repperger,1
David J. Hill 0001,2
Panagiotis Tsiotras,2
John E. McInroy,1
Spyros A. Reveliotis,6
Jian-Xin Xu 0001,7
Enver Yücesan,3
José Claudio Geromel,4
Paolo Valigi,1
Eugene Khmelnitsky,2
Yigal Gerchak,6
Venkat Anantharam,4
Christopher Edwards,3
Sarah K. Spurgeon,2
Vladimir M. Veliov,1
Yoram Halevi,1
Youmin Zhang 0001,2
Lang Hong,3
Konstantin Kogan,2
Sheldon X. C. Lou,2
Jordan M. Berg,1
Daniel Liberzon,4
A. Stephen Morse,3
Mark E. Halpern,2
Franky De Bruyne,5
Frank C. Park,4
Bernard Delyon,1
Jie Pan,2
B. Ross Barmish,1
Pierre E. Dupont,1
Brian Armstrong,2
Ke Liu,2
PooGyeon Park,3
Siegfried M. Rump,2
Mazen Alamir,2
Dennis S. Bernstein,3
Koichi Mizukami,2
Dirk Roose,12
Lorenzo Farina,4
Nejat Olgaç,1
Henk Nijmeijer,3
Athanasios A. Rontogiannis,1
Nicholas Kalouptsidis,7
Bruce A. Francis,2
Krzysztof Tchon,2
J. William Helton,1
Victor Sreeram,4
Mohammed Dahleh,2
Darren M. Dawson,6
Gene F. Franklin,2
Hansheng Wu,1
Maria Letizia Corradini,4
Giuseppe Orlando,4
Oded Yaniv,2
Per Olof Gutman,2
Yangsheng Xu,6
Andrew P. Mullhaupt,1
Kurt S. Riedel,1
Tiziano Villa,1
Youyi Feng,3
Baichun Xiao,2
Andrea Garulli,5
Laura Giarré,1
Vikram Krishnamurthy,10
Robert J. Elliott,3
Peter Shirley,6
Jane Wilhelms,1
Allen Van Gelder,2
Wolfgang Stürzlinger,1
Bernd Fröhlich 0001,2
Martin Göbel,2
Roberto Vivó,1
Xiaogang Jin 0001,5
Jieqing Feng,2
Nelson Max,1
Gerald E. Farin,2
Dinesh Manocha,3
Michael D. McCool,1
Ana Sánchez,1
Vicente Serradell,1
R. K. Shyamasundar,3
Gregory Levitin,17
Enrico Zio,6
Marzio Marseguerra,4
Anatoly Lisnianski,4
Karama Kanoun,3
Alberto Pasquini,3
Cinzia Bernardeschi,5
Alessandro Fantechi,4
Stefania Gnesi,5
James T. Luxhøj,1
Wei Zhang,3
So Young Sohn,3
Yoshio Kawauchi,1
Min Xie 0001,7
Antoine Rauzy,5
John A. McDermid,5
O. P. Gandhi,1
D. N. P. Murthy,2
Vicki M. Bier,2
Chris W. Johnson 0001,2
Shey-Huei Sheu,6
Jin Wang,5
Luigi Portinale,3
Kazuo Furuta,3
Gianpaolo Pulcini,4
Yacov Y. Haimes,2
Terje Aven,2
I. Kuban Altinel,3
Süleyman Özekici,1
Padmanabhan Krishnan,3
Chris J. Price,1
Ming Jian Zuo,2
Leonidas Camarinopoulos,1
Kurt Marti,1
John E. Kobza,1
Jun Tang,1
Léon J. M. Rothkrantz,1
Dario Floreano,3
Dietrich Stauffer,5
Barry Smith 0001,3
Achille C. Varzi,2
Ralf Der,1
Werner Ebeling,3
Phil Husbands,6
Hermann A. Maurer,21
Hans W. Guesgen,6
Carlos Martín-Vide,20
Andrei Paun,8
Gheorghe Paun,26
Sylviane R. Schwer,3
Egon Börger,3
Mark T. Maybury,7
Daniel D. Suthers,2
Frank Kappe,2
Wolfgang Reif,5
David J. Haglin,2
Jonathan Goldstine,2
Martin Kappes,1
Chandra M. R. Kintala,1
Hing Leung,2
Detlef Wotschke,2
Howard D. Wactlar,1
Jennifer Lennon,4
Thomas Ottmann,5
Erik Duval,4
Toyohide Watanabe,2
Robert F. Stärk,1
Reinhard Posch,1
Adrian Atanasiu,3
Alexandru Mateescu,5
Hartmut Surmann,2
Klaus Schmaranz,1
Cliff B. Jones,3
Hans P. Zima,2
Gitta Domik,1
John N. Crossley,2
Cristian Calude,8
Kai Salomaa,8
Sheng Yu,15
Zoltán Ésik,8
Werner Kuich,5
Norbert Sauer,6
Friedrich J. Urbanek,1
Theo Ungerer,4
Gerhard Goos,2
Arto Salomaa,10
Masami Ito,4
Jürgen Dassow,5
Jarkko Kari,3
Hans L. Bodlaender,9
Peter Gorm Larsen,1
Ludwig Staiger,4
Henning Bordihn,3
Markus Holzer 0001,7
José Nuno Oliveira,1
Lucy T. Nowell,2
Ferenc Gécseg,3
Ivan Tomek,1
Dines Bjørner,1
Jenny Shearer,1
Dieter W. Fellner,2
S. S. Yu,2
Juha Honkala,13
Dan A. Simovici,3
Solomon Marcus,2
Herbert Edelsbrunner,9
Maurice Margenstern,6
Gerhard Heyer,1
Christian Wolff,1
Rudolf Berghammer,3
