source,target,prediction
Bongki Moon,Sukho Lee,P
Fosca Giannotti,Mirco Nanni,P
Fosca Giannotti,Chiara Renso,P
Fosca Giannotti,Salvatore Ruggieri,P
Mirco Nanni,Chiara Renso,P
Mirco Nanni,Salvatore Ruggieri,P
Dino Pedreschi,Chiara Renso,P
Chiara Renso,Salvatore Ruggieri,P
K. Selçuk Candan,Divyakant Agrawal,P
Bhavani M. Thuraisingham,Reind P. van de Riet,P
Joachim Biskup,Piero A. Bonatti,P
Serafino Cicerone,Paolino Di Felice,P
Daniele Frigioni,Paolino Di Felice,P
Kajal T. Claypool,George T. Heineman,P
Elke A. Rundensteiner,George T. Heineman,P
Wil M. P. van der Aalst,Akhil Kumar 0001,P
Stefan Conrad 0001,Michael Schrefl,P
Tamal K. Dey,Rephael Wenger,P
Binay K. Bhattacharya,Gautam Das 0001,P
Binay K. Bhattacharya,Giri Narasimhan,P
Gautam Das 0001,Asish Mukhopadhyay,P
Asish Mukhopadhyay,Giri Narasimhan,P
Ravi Janardan,Ram D. Sriram,P
Jayanth Majhi,Ram D. Sriram,P
Jörg Schwerdt,Ram D. Sriram,P
Michiel H. M. Smid,Ram D. Sriram,P
Oswin Aichholzer,Ferran Hurtado,P
Franz Aurenhammer,Ferran Hurtado,P
Erik D. Demaine,Ferran Hurtado,P
Jeff Erickson 0001,Ferran Hurtado,P
Ferran Hurtado,Mark H. Overmars,P
Ferran Hurtado,Godfried T. Toussaint,P
Tetsuo Asano,Subhas C. Nandy,P
Alberto Bemporad,Komei Fukuda,P
Prosenjit Bose,J. Ian Munro,P
Anna Lubiw,J. Ian Munro,P
Mark de Berg,Matthew J. Katz,P
Matthew J. Katz,A. Frank van der Stappen,P
Matthew J. Katz,Jules Vleugels,P
Olivier Devillers,Bernard Mourrain,P
Bernard Mourrain,Monique Teillaud,P
Timothy M. Chan,Michael T. Goodrich,P
Timothy M. Chan,S. Rao Kosaraju,P
Timothy M. Chan,Roberto Tamassia,P
S. Rao Kosaraju,Roberto Tamassia,P
Joachim Gudmundsson,Marc J. van Kreveld,P
Mark de Berg,Sariel Har-Peled,P
Sariel Har-Peled,Mark H. Overmars,P
Binay K. Bhattacharya,Subir Kumar Ghosh,P
Pankaj K. Agarwal,Dan Halperin,P
Gleb Beliakov,James R. Warren,P
Abraham Kandel,Lawrence O. Hall,P
Silvia Miksch,Walter Gall,P
Silvana Quaglini,Giordano Lanzola,P
John R. Josephson,Susan G. Josephson,P
Cecil C. Rousseau,Raphael Yuster,P
Peter J. Cameron,Stéphan Thomassé,P
Andreas W. M. Dress,Jacobus H. Koolen,P
Jacobus H. Koolen,Vincent Moulton,P
Jie Wang,Ming Yao Xu,P
Ron M. Adin,Yuval Roichman,P
William M. Y. Goh,Pawel Hitczenko,P
Dongsu Kim,Jiang Zeng,P
Jürgen Bierbrauer,Antonio Cossidente,P
Antonio Cossidente,Yves Edel,P
Antonio Pasini,Satoshi Yoshiara,P
Raul Cordovil,Gwihen Etienne,P
Robert Jajcay,Cai Heng Li,P
Oliver Riordan,Alex D. Scott,P
Horst Martini,Walter Wenzel,P
Gary L. Ebert,Sebastian Egner,P
Gary L. Ebert,Henk D. L. Hollmann,P
Gary L. Ebert,Qing Xiang,P
Sebastian Egner,Henk D. L. Hollmann,P
Sebastian Egner,Qing Xiang,P
Michel Las Vergnas,Peter Schuchert,P
Charles Delorme,J. Gómez,P
Jürgen Bokowski,Ileana Streinu,P
Rudolf Ahlswede,Christian Bey,P
Rudolf Ahlswede,Konrad Engel,P
Christian Bey,Levon H. Khachatrian,P
Konrad Engel,Levon H. Khachatrian,P
Olga Polverino,Leo Storme,P
Laura Bader,Dina Ghinelli,P
Laura Bader,Tim Penttila,P
Dina Ghinelli,Tim Penttila,P
Andreas W. M. Dress,Jack H. Koolen,P
Rudolf Freund,Carlos Martín-Vide,P
Rudolf Freund,Victor Mitrana,P
Tom Head,Masami Hagiya,P
Michela Milano,Massimo Piccardi,P
Michela Milano,Rita Cucchiara,P
Evelina Lamma,Massimo Piccardi,P
Evelina Lamma,Rita Cucchiara,P
Yoshihiko Futamura,Robert Glück,P
Masayuki Numao,Taisuke Sato,P
Felisa J. Vázquez-Abad,Lachlan L. H. Andrew,P
Xiaobai Sun,Jeffrey S. Chase,P
Detmar W. Straub,Karen D. Loch,P
Karen D. Loch,J. Roberto Evaristo,P
Karen D. Loch,Elena Karahanna,P
Jay Liebowitz,Janice M. Burn,P
Alfonso Pierantonio,Lothar Thiele,P
Timothy G. Mattson,Beverly A. Sanders,P
James C. Corbett,John Hatcliff,P
Edmund M. Clarke,Thomas W. Reps,P
Edmund M. Clarke,Tim Teitelbaum,P
Masahiro Fujita,Thomas W. Reps,P
Masahiro Fujita,Tim Teitelbaum,P
Thomas W. Reps,Tim Teitelbaum,P
Rosaria Conte,Bruce Edmonds,P
Gene H. Golub,Ahmed H. Sameh,P
Xiao-Chuan Cai,Jun Zou,P
Nicola Mastronardi,Shivkumar Chandrasekaran,P
Shivkumar Chandrasekaran,Sabine Van Huffel,P
Wen-Wei Lin,Daniel J. Pierce,P
Weidong Kou,Yelena Yesha,P
Zengping Tian,Hongjun Lu,P
Hongjun Lu,Aoying Zhou,P
Kassem Saleh,W. Li,P
Robert L. Probert,W. Li,P
Ben-yu Guo,Eitan Tadmor,P
Richard E. Ewing,Tao Lin,P
Richard E. Ewing,Junping Wang,P
R. Bruce Kellogg,Martin Stynes,P
Zhiqiang Cai,John W. Ruge,P
Qiang Du,Ben-yu Guo,P
Qiang Du,Jie Shen 0001,P
Defeng Sun,Jie Sun 0001,P
Klaus Höllig,Ulrich Reif,P
Valeria Simoncini,Daniel B. Szyld,P
Bernardo Cockburn,Christoph Schwab,P
Ping Lin,Raymond J. Spiteri,P
Richard E. Ewing,Tong Sun,P
Richard E. Ewing,Shuhua Zhang,P
Yanping Lin,Tong Sun,P
Yanping Lin,Junping Wang,P
Tong Sun,Junping Wang,P
Tong Sun,Shuhua Zhang,P
Junping Wang,Shuhua Zhang,P
Ralf Hiptmair,Christoph Schwab,P
Junping Wang,Xiu Ye,P
Desmond J. Higham,Andrew M. Stuart,P
Reinhard Nabben,Daniel B. Szyld,P
Christine Bernardi,Andreas Karageorghis,P
Eberhard Bänsch,Ricardo H. Nochetto,P
Qiang Du,Mo Mu,P
Douglas N. Arnold,Bernardo Cockburn,P
Franco Brezzi,Bernardo Cockburn,P
Ludger Humbert,Sigrid E. Schubert,P
Rüdeger Baumann,Bernhard Koerber,P
Allison Woodruff,Peter Pirolli,P
Liu Wenyin,HongJiang Zhang,P
Corinne Jörgensen,Ana B. Benitez,P
Corinne Jörgensen,Shih-Fu Chang,P
T. D. Wilson 0001,Amanda Spink,P
Ricardo A. Baeza-Yates,David Carmel,P
Ricardo A. Baeza-Yates,Yoëlle S. Maarek,P
Ricardo A. Baeza-Yates,Aya Soffer,P
Bernard J. Jansen,Udo W. Pooch,P
Dietmar Wolfram,Bernard J. Jansen,P
Dietmar Wolfram,Tefko Saracevic,P
Wai Lam,Kam-Fai Wong,P
Giorgio Brajnik,Stefano Mizzaro,P
Stefano Mizzaro,Carlo Tasso,P
Chaomei Chen,Robert M. O'Keefe,P
Ray J. Paul,Robert M. O'Keefe,P
Don R. Swanson,Abraham Bookstein,P
Elaine G. Toms,Wendy Duff,P
Stéphane Marchand-Maillet,Thierry Pun,P
Andrew Large,Charles Cole 0001,P
Jamshid Beheshti,Charles Cole 0001,P
Robert W. P. Luk,Hong Va Leong,P
Robert W. P. Luk,Tharam S. Dillon,P
Robert W. P. Luk,W. Bruce Croft,P
Robert W. P. Luk,James Allan,P
Hong Va Leong,Tharam S. Dillon,P
Hong Va Leong,W. Bruce Croft,P
Hong Va Leong,James Allan,P
Tharam S. Dillon,W. Bruce Croft,P
Tharam S. Dillon,James Allan,P
W. Bruce Croft,James Allan,P
Hildrun Kretschmer,Ronald Rousseau,P
Shaoyi He,Amanda Spink,P
George D'Elia,Corinne Jörgensen,P
Abby Goodrum,Mark E. Rorvig,P
Helmut A. Abt,Eugene Garfield,P
Steve Jones,Gordon W. Paynter,P
Lee Spector,Alan J. Robinson,P
Wolfgang Banzhaf,William B. Langdon,P
Kamala Krithivasan,Erzsébet Csuhaj-Varjú,P
Jonathan Goldstine,Shashi Phoha,P
Doron A. Peled,Moshe Y. Vardi,P
Doron A. Peled,Mihalis Yannakakis,P
Costas S. Iliopoulos,Borivoj Melichar,P
Borivoj Melichar,Laurent Mouchard,P
Vincenzo Manca,Carlos Martín-Vide,P
Costas S. Iliopoulos,Jamie Simpson,P
Michel Rigo,Arnaud Maes,P
Joost Engelfriet,Zoltán Fülöp 0001,P
Cezar Câmpeanu,Kai Salomaa,P
Cezar Câmpeanu,Sheng Yu,P
Markus Holzer 0001,Kai Salomaa,P
Markus Holzer 0001,Sheng Yu,P
Helmut Jürgensen,Masashi Katsura,P
Christian Glaßer,Heinz Schmitz,P
Sang Hyuk Kang,Yong Han Kim,P
Yong Han Kim,Dan Keun Sung,P
Yong Han Kim,Bong Dae Choi,P
David Gesbert,Helmut Bölcskei,P
Helmut Bölcskei,Arogyaswami Paulraj,P
Michael L. Honig,J. Scott Goldstein,P
Kenneth L. Clarkson,Wim Sweldens,P
Michael L. Honig,Predrag B. Rapajic,P
Yao Ma,Subbarayan Pasupathy,P
Teng Joon Lim,Subbarayan Pasupathy,P
Visa Koivunen,Desmond P. Taylor,P
Geoffrey Ye Li,Jack H. Winters,P
Geoffrey Ye Li,Nelson Sollenberger,P
T. Aaron Gulliver,Desmond P. Taylor,P
Dennis Goeckel,Richard D. Wesel,P
Qi Wang,Lei Wei 0003,P
Qi Wang,Rodney A. Kennedy,P
Lei Wei 0003,Rodney A. Kennedy,P
Marc Moonen,Olivier van de Wiel,P
Marc Moonen,Thierry Pollet,P
Olivier van de Wiel,Thierry Pollet,P
Georgios B. Giannakis,Marc de Courville,P
Georgios B. Giannakis,Pierre Duhamel,P
Marc P. C. Fossorier,Zixiang Xiong,P
Marc P. C. Fossorier,Kenneth Zeger,P
Zixiang Xiong,Kenneth Zeger,P
Andrea Abrardo,Giovanni Giambene,P
Eitan Altman,Ger Koole,P
Xiaohua Jia,Jun Gu,P
Xiao-Dong Hu,Jun Gu,P
Saeed Gazor,Subbarayan Pasupathy,P
Roberto Verdone,Oreste Andrisano,P
Benjamin Belzer,Thomas R. Fischer,P
Rick S. Blum,Geoffrey Ye Li,P
Rick S. Blum,Jack H. Winters,P
Lee M. Garth,Jian Yang,P
Lee M. Garth,Jean-Jacques Werner,P
Stephen V. Hanly,Rudolf Mathar,P
Mark Van Bladel,Hikmet Sari,P
Xiaodong Wang 0001,Krishna R. Narayanan,P
Gerald Matz,Andreas F. Molisch,P
Andreas F. Molisch,Franz Hlawatsch,P
Hongbin Li,Jian Li,P
Hongbin Li,Scott L. Miller,P
Nicholas D. Sidiropoulos,Michail K. Tsatsanis,P
Masoumeh Nasiri-Kenari,Jawad A. Salehi,P
Giuseppe Caire,Urbashi Mitra,P
Shuichi Ohno,Georgios B. Giannakis,P
Mark J. T. Smith,Steven W. McLaughlin,P
Christophe Andrieu,William J. Fitzgerald 0001,P
Arnaud Doucet,William J. Fitzgerald 0001,P
Kwang Soon Kim,Laurence B. Milstein,P
Richard D. Wesel,Abeer Alwan,P
Ying-Chang Liang,K. J. Ray Liu,P
Lev Goldfeld,Vladimir Lyandres,P
Vladimir Lyandres,Dov Wulich,P
Ranjan K. Mallik,Jack H. Winters,P
Hanks H. Zeng,Geoffrey Ye Li,P
Hanks H. Zeng,Jack H. Winters,P
Roberto Garello,Giovanni Cancellieri,P
Guido Montorsi,Giovanni Cancellieri,P
Sergio Benedetto,Giovanni Cancellieri,P
Ashutosh Sabharwal,Urbashi Mitra,P
Chengshan Xiao,Norman C. Beaulieu,P
Georgios B. Giannakis,Brian L. Hughes,P
Yao Ma,Q. T. Zhang,P
Dong In Kim,Vijay K. Bhargava,P
Seung Joon Lee,Tai Suk Kim,P
Costas N. Georghiades,Garng M. Huang,P
Naofal Al-Dhahir,William Turin,P
Ashutosh Sabharwal,Behnaam Aazhang,P
Iain B. Collings,Peter Hoeher,P
Javad Razavilar,Steven I. Marcus,P
K. J. Ray Liu,Steven I. Marcus,P
Jing Li,Krishna R. Narayanan,P
Jing Li,Costas N. Georghiades,P
Krishna R. Narayanan,Costas N. Georghiades,P
Oded Yaniv,Dan Raphaeli,P
Silvia De Fina,Pierfrancesco Lombardo,P
K. R. Subramanian,Kai-Kuang Ma,P
Liren Zhang,Kai-Kuang Ma,P
Jamie S. Evans,Iain B. Collings,P
Simon Szykman,William C. Regli,P
Ram D. Sriram,William C. Regli,P
Sankar Jayaram,Rajit Gadh,P
Peter M. Dew,Stephen Taylor,P
Jami J. Shah,Yong Se Kim,P
Jami J. Shah,Sanjay Joshi,P
Yong Se Kim,Sanjay Joshi,P
Debasish Dutta,Fritz B. Prinz,P
Debasish Dutta,David W. Rosen,P
Debasish Dutta,Lee E. Weiss,P
Fritz B. Prinz,David W. Rosen,P
David W. Rosen,Lee E. Weiss,P
Kunwoo Lee,Nicholas M. Patrikalakis,P
Satyandra K. Gupta,Jun Huang,P
Joseph S. B. Mitchell,Joseph O'Rourke,P
Naoki Katoh,Hisao Tamaki,P
Paolo Ferragina,Kurt Mehlhorn,P
Paolo Ferragina,Edgar A. Ramos,P
Shin-Ichi Nakano,Takeshi Tokuyama,P
Takao Nishizeki,Takeshi Tokuyama,P
Sunil Arya,Siu-Wing Cheng,P
Siu-Wing Cheng,David M. Mount,P
Madhav V. Marathe,Bernard M. E. Moret,P
Prosenjit Bose,William S. Evans,P
Luc Devroye,William S. Evans,P
Prosenjit Bose,Svante Carlsson,P
Prosenjit Bose,Rudolf Fleischer,P
Svante Carlsson,Erik D. Demaine,P
Svante Carlsson,Rudolf Fleischer,P
Svante Carlsson,J. Ian Munro,P
Erik D. Demaine,Rudolf Fleischer,P
Erik D. Demaine,J. Ian Munro,P
Rudolf Fleischer,J. Ian Munro,P
Danny Z. Chen,Jie Wang 0002,P
Ichiro Suzuki,Tiko Kameda,P
Steven M. LaValle,Giora Slutzki,P
M. Gopi,John Keyser,P
J. Mark Keil,Jack Snoeyink,P
Olivier Devillers,Pedro A. Ramos,P
Mark de Berg,Stefan Schirra,P
Tetsuo Asano,Danny Z. Chen,P
Danny Z. Chen,Naoki Katoh,P
Danny Z. Chen,Takeshi Tokuyama,P
Grégoire Malandain,Jean-Daniel Boissonnat,P
Eric B. Baum,Dan Boneh,P
Kalyanmoy Deb,Hans-Georg Beyer,P
Tzung-Pei Hong,Wen-Yang Lin,P
Phil Husbands,Paul J. Layzell,P
David E. Goldberg,Armin Heinzl,P
Jinn-Moon Yang,Chih-Jen Lin,P
Jorng-Tzong Horng,Chih-Jen Lin,P
Chih-Jen Lin,Cheng-Yan Kao,P
Hayriye Ayhan,François Baccelli,P
Martin I. Reiman,Adam Shwartz,P
Gadi Fibich,Uri Yechiali,P
Onno J. Boxma,David Perry,P
Onno J. Boxma,Wolfgang Stadje,P
Eugene A. Feinberg,Offer Kella,P
Ivo J. B. F. Adan,Onno J. Boxma,P
Onno J. Boxma,Jacques Resing,P
Michel Mandjes,Jeong Han Kim,P
Nicole Bäuerle,Shaler Stidham Jr.,P
Xiuli Chao,William Henderson,P
Xiuli Chao,Peter G. Taylor,P
Qi-Ming He,Marcel F. Neuts,P
Offer Kella,Masakiyo Miyazawa,P
Ram Chakka,Peter G. Harrison,P
Isi Mitrani,Philippe Robert,P
Hong Chen,J. G. Dai,P
Daniel Granot,Jeroen Kuipers,P
Daniel Granot,Sunil Chopra,P
Jeroen Kuipers,Sunil Chopra,P
András Frank,F. Bruce Shepherd,P
Heinz H. Bauschke,Patrick L. Combettes,P
S. Thomas McCormick,Frits C. R. Spieksma,P
Michel X. Goemans,Levent Tunçel,P
Edward J. Anderson,Marco A. López,P
Alfred Müller,Marco Scarsini,P
Robert Givan,Neil Immerman,P
Robert Givan,Shlomo Zilberstein,P
Neil Immerman,Shlomo Zilberstein,P
Andreas S. Schulz,Robert Weismantel,P
Dmitry Krass,O. J. Vrieze,P
Regina Sandra Burachik,Benar Fux Svaiter,P
Denis Naddef,Yves Pochet,P
Shmuel Onn,Leonard J. Schulman,P
Peter C. Fishburn,Aleksandar Pekec,P
Aleksandar Pekec,James A. Reeds,P
Mathijs Jansen,Jos A. M. Potters,P
Jos A. M. Potters,Dries Vermeulen,P
Amotz Bar-Noy,Randeep Bhatia,P
Randeep Bhatia,Baruch Schieber,P
Edward J. Anderson,Andrew B. Philpott,P
Levent Tunçel,Song Xu,P
James V. Burke,Adrian S. Lewis,P
Adrian S. Lewis,Michael L. Overton,P
Vincent Dumas,Philippe Robert,P
Gianpaolo Ghiani,Lucio Grandinetti,P
Gianpaolo Ghiani,Roberto Musmanno,P
Patrizia Beraldi,Andrzej Ruszczynski,P
Rebecca N. Wright,Patrick Lincoln,P
Rebecca N. Wright,Jonathan K. Millen,P
Patrick Lincoln,Jonathan K. Millen,P
Piero A. Bonatti,Pierangela Samarati,P
Wolfgang Reif,Paul A. Karger,P
Sushil Jajodia,Thomas F. Keefe,P
Vijayalakshmi Atluri,Thomas F. Keefe,P
Vijayalakshmi Atluri,Catherine D. McCollum,P
Vijayalakshmi Atluri,Ravi Mukkamala,P
Thomas F. Keefe,Catherine D. McCollum,P
Thomas F. Keefe,Ravi Mukkamala,P
Catherine D. McCollum,Ravi Mukkamala,P
Carl M. Ellison,Ronald L. Rivest,P
Hiroaki Gomi,Takayuki Ito,P
Joseph E. Pasciak,Jun Zhao,P
Ronald H. W. Hoppe,Yuri A. Kuznetsov,P
J. Timothy Sprehe,Charles R. McClure,P
Chai-Keong Toh,Wei Kang Tsai,P
Irene Katzela,Thomas E. Stern,P
Anupam Joshi,Arvind Krishna,P
Terry W. Clark,L. Ridgway Scott,P
Hamideh Afsarmanesh,Adam Belloum,P
Hamideh Afsarmanesh,Cees de Laat,P
Hamideh Afsarmanesh,Peter M. A. Sloot,P
John Harrison,Wei Wayne Li,P
Peter Sanders 0001,Jesper Larsson Träff,P
Jack J. Dongarra,Victor Eijkhout,P
Beniamino Di Martino,Yutaka Ishikawa,P
Cos S. Ierotheou,Michael A. Frumkin,P
Cos S. Ierotheou,Jerry C. Yan,P
S. P. Johnson,Michael A. Frumkin,P
S. P. Johnson,Jerry C. Yan,P
P. F. Leggett,Michael A. Frumkin,P
P. F. Leggett,Jerry C. Yan,P
Mark Cross,Michael A. Frumkin,P
Mark Cross,Jerry C. Yan,P
Michael A. Frumkin,Jerry C. Yan,P
Mitsuhisa Sato,Atsushi Hasegawa,P
Jack J. Dongarra,Henk A. van der Vorst,P
Victor Eijkhout,Henk A. van der Vorst,P
Mark Reynolds,Michael Zakharyaschev,P
Amílcar Sernadas,Luca Viganò 0001,P
Cristina Sernadas,Luca Viganò 0001,P
Aldo Franco Dragoni,Luciano Serafini,P
Holger Sturm,Frank Wolter,P
Hélène Kirchner,Peter D. Mosses,P
Hajnal Andréka,Mark Ryan 0001,P
Hajnal Andréka,Pierre-Yves Schobbens,P
Carlos Areces,Hans de Nivelle,P
Maarten de Rijke,Hans de Nivelle,P
Richard Cooper,Robert Allen,P
Martti Juhola,Mauno Vihinen,P
Collette R. Coullard,Robert Fourer,P
Alexander A. Davydov,Hubertus Th. Jongen,P
Tamra Carpenter,David Shallcross,P
Tamra Carpenter,Paul D. Seymour,P
David Shallcross,Paul D. Seymour,P
Ernest H. Page,Marc Abrams,P
Andrew J. Higgins,Danny Coomans,P
Gündüz Ulusoy,Willy Herroelen,P
Anantaram Balakrishnan,Yi Wang,P
Thomas L. Magnanti,Yi Wang,P
Mark S. Daskin,Collette R. Coullard,P
Ger Koole,Avishai Mandelbaum,P
Peter Borm,Marco Slikker,P
Fred Glover,Peter L. Hammer,P
Qiang Li,Yike Guo,P
Qiang Li,John Darlington,P
Peter Borm,Flip Klijn,P
Herbert Hamers,Marco Slikker,P
Markus Hegland,J. Sun,P
Michael R. Osborne,J. Sun,P
Roger Z. Ríos-Mercado,L. Ridgway Scott,P
Roger Z. Ríos-Mercado,E. Andrew Boyd,P
L. Ridgway Scott,E. Andrew Boyd,P
Rainer E. Burkard,Gautam Mitra,P
Gautam Mitra,Toshihide Ibaraki,P
Gautam Mitra,William R. Pulleyblank,P
Waiman Cheung,Hong Zhou,P
Andreas T. Ernst,Houyuan Jiang,P
Houyuan Jiang,Mohan Krishnamoorthy,P
Debasish Ghose,Jeff S. Shamma,P
Mor Peleg,Samson W. Tu,P
Mor Peleg,Robert A. Greenes,P
Mor Peleg,Edward H. Shortliffe,P
José F. Arocha,Robert A. Greenes,P
Lynette Hirschman,Alexander S. Yeh,P
José Crespo,Casimir A. Kulikowski,P
Vasileios Hatzivassiloglou,W. John Wilbur,P
Samson W. Tu,Vimla L. Patel,P
Mor Peleg,Vimla L. Patel,P
Yehoshua Perl,Li Zhang,P
Michael Halper,Li Zhang,P
James Geller,Li Zhang,P
Etta D. Pisano,Henry Fuchs,P
Keith E. Muller,Henry Fuchs,P
Gérard Subsol,Hervé Delingette,P
Erik H. W. Meijering,Joachim Weickert,P
Kensaku Mori,Calvin R. Maurer Jr.,P
Yasuhito Suenaga,Calvin R. Maurer Jr.,P
Jun-ichiro Toriwaki,Calvin R. Maurer Jr.,P
Tim McInerney,Martha Elizabeth Shenton,P
Martha Elizabeth Shenton,Demetri Terzopoulos,P
Olivier D. Faugeras,W. Eric L. Grimson,P
Olivier D. Faugeras,Ron Kikinis,P
Armando Manduca,James F. Greenleaf,P
Benoît Macq,Ferenc A. Jolesz,P
Benoît Macq,Ron Kikinis,P
Benoît Macq,Simon K. Warfield,P
Martine Labbé,Guy Latouche,P
Guy Latouche,Francesco Maffioli,P
Michael R. Lyu,Sampath Rangarajan,P
Yashwant K. Malaiya,James M. Bieman,P
Kenneth Kreutz-Delgado,Charles Elkan,P
Perwez Shahabuddin,Marvin K. Nakayama,P
Sy-Yen Kuo,Michael R. Lyu,P
Michael R. Lyu,W. Eric Wong,P
Simpson Poon,Patrick Y. K. Chau,P
Merrill Warkentin,David Gefen,P
Rainer Alt,Hans-Dieter Zimmermann,P
Sai Ho Kwok,Karl Reiner Lang,P
Sai Ho Kwok,Kar Yan Tam,P
Karl Reiner Lang,Kar Yan Tam,P
Choon-Ling Sia,Matthew K. O. Lee,P
Choon-Ling Sia,Hock-Hai Teo,P
Matthew K. O. Lee,Hock-Hai Teo,P
Matthew K. O. Lee,Kwok Kee Wei,P
Gerald L. Lohse,D. J. Wu,P
Giuseppe Caire,Bixio Rimoldi,P
Pierre A. Humblet,Bixio Rimoldi,P
Raymond Knopp,Bixio Rimoldi,P
Johnny A. Johannessen,Werner Alpers,P
Prosenjit Bose,Ivan Stojmenovic,P
Amotz Bar-Noy,Danny Krizanc,P
Amotz Bar-Noy,Arunabha Sen,P
Danny Krizanc,Arunabha Sen,P
Katia Obraczka,Gene Tsudik,P
Ravi Prakash,Zygmunt J. Haas,P
Zygmunt J. Haas,Mukesh Singhal,P
Claudio Casetti,Mario Gerla,P
Claudio Casetti,Saverio Mascolo,P
Ashutosh Sabharwal,Edward W. Knightly,P
Ian F. Akyildiz,Bülent Yener,P
Y. C. Tay,Kee Chaing Chua,P
Jennifer L. Welch,Nitin H. Vaidya,P
Naveen Garg 0001,Marina Papatriantafilou,P
Naveen Garg 0001,Philippas Tsigas,P
J. D. Tygar,David E. Culler,P
Todd D. Hodes,Anthony D. Joseph,P
John H. Gass Jr.,Harlan B. Russell,P
Hanoch Levy,Uri Zwick,P
Zbigniew Dziong,Sanjiv Nanda,P
Mineo Takai,Mario Gerla,P
Catherine S. Greenhill,Svante Janson,P
Catherine S. Greenhill,Jeong Han Kim,P
Catherine S. Greenhill,Nicholas C. Wormald,P
Svante Janson,Jeong Han Kim,P
Svante Janson,Nicholas C. Wormald,P
Jeong Han Kim,Nicholas C. Wormald,P
Martin E. Dyer,Gabriel Istrate,P
Leslie Ann Goldberg,Gabriel Istrate,P
Catherine S. Greenhill,Gabriel Istrate,P
Gabriel Istrate,Mark Jerrum,P
Noga Alon,Bojan Mohar,P
Jeff Kahn,János Komlós,P
Grzegorz Kubicki,Jenö Lehel,P
Robert Beals,Charles R. Leedham-Green,P
Robert Beals,Alice C. Niemeyer,P
Robert Beals,Cheryl E. Praeger,P
Robert Beals,Ákos Seress,P
Charles R. Leedham-Green,Alice C. Niemeyer,P
Charles R. Leedham-Green,Ákos Seress,P
Alice C. Niemeyer,Ákos Seress,P
Cheryl E. Praeger,Ákos Seress,P
Tibor Szabó,Gábor Tardos,P
Benny Sudakov,Van H. Vu,P
Colin Cooper,Oliver Riordan,P
Alan M. Frieze,Oliver Riordan,P
Bruce A. Reed,Oliver Riordan,P
Sven Erick Alm,Gregory B. Sorkin,P
Hideki Mima,Jun'ichi Tsujii,P
Sophia Ananiadou,Jun'ichi Tsujii,P
Matjaz Colnaric,József Györkös,P
Bernd Blobel,Joachim Dudeck,P
Bernd Blobel,Günther Gell,P
Bernd Blobel,Arie Hasman,P
Joachim Dudeck,Günther Gell,P
Joachim Dudeck,Arie Hasman,P
Günther Gell,Arie Hasman,P
Peter Kokol,Olga Stepánková,P
Li Bin,K. C. Lun,P
Andrew Grant,Wilhelm Hasselbring,P
Andrew Grant,Reinhold Haux,P
Andrew Grant,Andreas Winter 0001,P
Wilhelm Hasselbring,Reinhold Haux,P
Reinhold Haux,Andreas Winter 0001,P
Kim J. Vicente,Paul Milgram,P
Paul Milgram,Catherine M. Burns,P
Suzanne Bakken,Judith J. Warren,P
Denis Trcek,Gorazd Kandus,P
Hiroshi Oyama,Takashi Takahashi,P
Martin Volk 0001,Paul Buitelaar,P
Toomas Timpka,Robert A. Greenes,P
Alberto Riva,Peter Szolovits,P
Stefania Montani,Lothar Gierl,P
Riccardo Bellazzi,Lothar Gierl,P
Luigi Portinale,Lothar Gierl,P
Vimla L. Patel,Arie Hasman,P
Jean Underwood,Eileen Scanlon,P
Alexander V. Shafarenko,Martin Loomes,P
James M. Hogan,Joachim Diederich,P
André Carlos Ponce de Leon Ferreira de Carvalho,Stefan C. Kremer,P
Snehasis Mukhopadhyay,Shiaofen Fang,P
Jeffrey S. Chase,Jeffrey Scott Vitter,P
Daniele Frigioni,Christos D. Zaroliagis,P
Umberto Nanni,Christos D. Zaroliagis,P
David R. Karger,Mikkel Thorup,P
Giri Narasimhan,Martin Zachariasen,P
Matthias F. M. Stallmann,Franc Brglez,P
Michel Malabre,Jean-Michel Dion,P
Michel Malabre,Claude H. Moog,P
Michel Malabre,Petr Zagalák,P
Christian Commault,Claude H. Moog,P
Christian Commault,Petr Zagalák,P
Jean-Michel Dion,Claude H. Moog,P
Jean-Michel Dion,Petr Zagalák,P
Claude H. Moog,Petr Zagalák,P
Milan Mares,Radko Mesiar,P
Martin Janzura,Igor Vajda,P
Christian Commault,Jacob van der Woude,P
Jean-Michel Dion,Jacob van der Woude,P
Ronald K. Pearson,Ülle Kotta,P
Mubarak Shah,Kevin W. Bowyer,P
Chi Chung Ko,Ben M. Chen,P
Ned Kock,Robert M. Aiken,P
Cecilia Mascolo,Wolfgang Emmerich,P
Gian Luigi Ferrari,Carlo Montangero,P
Pierre Flener,Derek Partridge,P
Robert J. Hall,Enn Tyugu,P
Les S. Jennings,Albert Y. Zomaya,P
Nancy Forbes,Paul Messina,P
Clifford A. Shaffer,Raphael T. Haftka,P
Albert Y. Zomaya,James A. Anderson,P
Albert Y. Zomaya,David B. Fogel,P
Albert Y. Zomaya,Grzegorz Rozenberg,P
James A. Anderson,David B. Fogel,P
James A. Anderson,Grzegorz Rozenberg,P
David B. Fogel,Grzegorz Rozenberg,P
Ying Xu 0001,Tao Jiang 0001,P
